管理番号,管轄会社,優先,都道府県名,（採）拠点,求人No.,企業名,形態,募集人数,職種,勤務地,資格,勤務時間,休日,時給/日給,月収目安,月収例内訳,年収目安,シフト,最寄り駅,通勤手段,交通費,寮費,寮形態,年齢,性別,TT（50057-01ダイハツ九州以外和彫り不可）,色弱,カップル,外国籍,サイズ制限,案件備考,紹介料,特約事項（定着）,備考（紹介料）,面接〆切,赴任日,入社日,選考にかかる日数,最終紹介日⇒入社日,勤務地市町村
os935,OS,,兵庫,(採)大阪,10978-01,木村工機　八尾製作所,派遣,0名,空調製品の組立補助/部材仕上げ,大阪府八尾市北久宝寺2-2-7,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,200円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",①08:30～17:15　休憩45分,土日祝,"1,200円/時",21万円程度,勤務/20日 残業/10h 深夜/0h 休出/8h ,252万円程度,日勤,久宝寺駅,交通機関 バイク 自転車,上限3万円迄/月,-,寮対応無,未経験49歳迄 ※製造経験者55歳迄は面接後判断,男性のみ,不可,不可,不可,不可,4L迄,・特になし,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,4～5日程度,随時問い合わせ,大阪府 八尾市
os936,OS,,滋賀,(採)大阪,818996,ブリヂストン彦根工場（短期）,派遣,0名,自動車用タイヤ、チューブ製造の検査工程者の監視業務,滋賀県彦根市高宮町211番地,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,600円/時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙（屋外に喫煙場所あり）",①16:15～00:35　休憩60分 ②00:15～08:35　休憩60分 ③08:15～16:35　休憩60分,シフト制,"1,600円/時",31万円程度,勤務/20日 残業/30h 深夜/36.7h 休出/0h,372万円程度,3交替 ※日勤になる可能性あり,高宮駅,車 バイク 自転車,上限3万円迄/月,5万円迄補助あり ※寮は基本５万円以下ですので実質無料 （水光熱費・共益費は自己負担）,個室寮,55歳迄,男性のみ,不可,不可,不可,不可,4L迄,・日勤専属になる可能性あり ・5/15までの短期案件です  ※検査工程（インフレート検査） タイヤを機械にセットして石鹸水を塗り、空気が漏れていないかの確認作業。 付随業務としてタイヤを台車で運搬する業務も有り。タイヤの重量は６㎏前後。 一日に60本程度の検査を行って頂きます。,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,3～5日程度,随時問い合わせ,滋賀県 彦根市
os937,OS,,滋賀,(採)大阪,818876,ブリヂストン彦根工場（長期）,派遣,0名,タイヤ製造マシーンOP ②タイヤ部材組立、運搬,滋賀県彦根市高宮町211番地,"【必要資格】 ・運転免許必須 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間（1,600円/時） 【就業場所における受動喫煙防止措置】 ・屋内禁煙(喫煙室あり)",①16:15～00:35　休憩60分 ②00:15～08:35　休憩60分 ③08:15～16:35　休憩60分,シフト制,"1,600円/時",30万円程度,勤務/20日 残業/30h 深夜/36.7h 休出/0h,372万円程度,3交替 ※日勤になる可能性あり,高宮駅,車 バイク 自転車,上限3万円迄/月,5万円迄補助あり ※寮は基本５万円以下ですので実質無料 （水光熱費・共益費は自己負担）,個室寮,49歳迄（製造経験者53歳までは面接後判断）,男性のみ,(完全に長袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,可,不可,不可,5L迄,・運搬工程への配属となります エレカに乗ってタイヤや部材を運搬する作業のため運転免許必須です,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,3～5日程度,随時問い合わせ,滋賀県 彦根市
os938,OS,,滋賀,(採)大阪,11805-01,王子エフテックス,派遣,0名,包装用・EVコンデンサ用フィルム製造に伴うリワインダーのOP作業,滋賀県滋賀県湖南市朝国65,"【必要資格】 ・特になし 【契約期間】 ・2ヶ月更新 【試用期間】 ・2週間( 1,600円／時) 【就業場所における受動喫煙防止措置】 ・全面禁煙",①06:45～15:00　休憩60分 ②15:05～23:00　休憩60分 ③22:50～07:00　休憩60分,4勤1休 ※ 「4勤1休・4勤2休・4勤2休」  シフトで取引先の受注状況により 長期連休の日数が変化する,"1,600円/時",29万円程度,勤務/21日 残業/20h 深夜/27h 休出/０h,348万円程度,3交替,三雲駅,車 バイク 自転車,上限3万円迄/月,無料,個室寮,20歳～45歳迄,男性のみ,不可,不可,不可,不可,4L迄,・契約慰労金あり　5万円支給（更新3ヶ月毎）  【業務内容】設備イメージ 逐次二軸延伸装置を取り扱い　※1人1台を操作頂きフィルムを寸法に仕分けて巻き取る作業です。 作業場は適温で保たれているため快適ですが、前後の工程でフォロー作業を行う場合があり、その際の職場は暑いです。 作業に慣れるまでの3か月間は正社員の方がマンツーマンでついて教えて頂けます。 フィルムの重量は80～170キロ程あるため基本持ち上げたりすることはありませんが、最大20キロ程度の重量物を軽く持ち上げたりする作業はあります。,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,3～5日程度,随時問い合わせ,滋賀県 滋賀県湖南市
os939,OS,,滋賀,(採)大阪,12399-01,栗本鐵工所 湖東,派遣,0名,FRP(繊維強化プラスチック)製品の検査・試験・分析補助、測定・定量試験の実施、データ入力,滋賀県東近江市小八木町１番地,"【必要資格】 ・高卒以上 【契約期間】 ・2ヶ月更新 【試用期間】 ・2週間( 1,570円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙（屋外に喫煙場所あり）",09:30～17:15　休憩60分,土日祝　 ,"1,570円/時",27万円程度,勤務/21日 残業/10h 深夜/0h 休出/0h,330万円程度,日勤,近江鉄道 愛知川駅 車10分,車 バイク 徒歩 自転車,上限3万円迄/月,無料,個室寮,35歳迄,男女可,不可,不可,不可,不可,3L迄,【学歴】高卒以上が必要です。,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,随時,随時問い合わせ,滋賀県 東近江市
os940,OS,,兵庫,(採)大阪,1227703,プライムプラネットエナジー＆ソリューションズ加西,派遣,1名,ハイブリッド用自動車の電池製造,兵庫県加西市鎮岩町194-4,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,250円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",3班2交替 ①09:30～20:30、②20:30～7:30　休憩90分 3班3交替 ①8:30～17:00、②16:45~1:15 ③01:00～8:45　休憩45分,2交替：4勤2休 3交替：土日,"1,250円/時",26万円程度,勤務/20日 残業/30h 深夜/45h 休出/0h,312万円程度,2交替 3交替,北条町駅,車 バイク 自転車,上限3万円迄/月,6か月間寮費無料(7か月目から半額補助) 補助後の負担金額 ２万5千円～3万円,個室寮,44歳迄,男性のみ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,不可,不可,不可,4L迄,-,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,3日程度,随時問い合わせ,兵庫県 加西市
os941,OS,,兵庫,(採)大阪,1228709,プライムプラネットエナジー＆ソリューションズ姫路　物流工程,派遣,0名,ハイブリッド用自動車の電池製造・フォーク作業,兵庫県姫路市飾磨区妻鹿日田町1-6,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,400円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",①09:30～20:30　休憩 90分 ②20:30～06:00　休憩 90分,4勤2休,"1,400円/時",30万円程度,勤務/20日 残業/40h 深夜/54h 休出/0h,360万円程度,2交替,白浜の宮駅,車 バイク 自転車,上限3万円迄/月,6か月間寮費無料(7か月目から半額補助) 補助後の負担金額 ２万5千円～3万円,個室寮,49歳迄（製造経験者55歳迄は面接後判断）,男性のみ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,可（自動車運転免許所有者）,不可,不可,5L迄,・フォークリフト・玉掛・ｸﾚｰﾝ特別教育の資格必須 ,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,,随時 ※翌日入寮相談可,,2日程度,随時問い合わせ,兵庫県 姫路市
os942,OS,,兵庫,(採)大阪,1228709,プライムプラネットエナジー＆ソリューションズ姫路　既存工程,派遣,0名,ハイブリッド用自動車の電池製造,兵庫県姫路市飾磨区妻鹿日田町1-6,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,400円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",①09:30～20:30　休憩 90分 ②20:30～06:00　休憩 90分,4勤2休,"1,400円/時",30万円程度,勤務/20日 残業/40h 深夜/54h 休出/0h,360万円程度,2交替,白浜の宮駅,車 バイク 自転車,上限3万円迄/月,6か月間寮費無料(7か月目から半額補助) 補助後の負担金額 ２万5千円～3万円,個室寮,49歳迄（製造経験者55歳迄は面接後判断）,男性のみ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,可（自動車運転免許所有者）,不可,不可,5L迄,入社祝い金30万円キャンペーン対象(11月入社限定)※支給タイミング確認中※ ・特になし,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,,随時 ※翌日入寮相談可,,2日程度,随時,兵庫県 姫路市
os943,OS,,兵庫,(採)大阪,1228769,プライムプラネットエナジー＆ソリューションズ姫路,派遣,0名,ハイブリッド用自動車の電池製造,兵庫県姫路市飾磨区妻鹿日田町1-6,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,400円／時) 【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",※2024年7月頃までは①シフトです。 ①08:30～17:05　休憩 45分 ②09:30～20:30　休憩 90分 ③20:30～07:30　休憩 90分,4勤2休,"1,300円/時",23万円程度,勤務/20日 残業/30h 深夜/0h 休出/0h,276万円程度,日勤 2024年12月頃からは2交替,白浜の宮駅,車 バイク 自転車,上限3万円迄/月,6か月間寮費無料(7か月目から半額補助) 補助後の負担金額 ２万5千円～3万円,個室寮,49歳迄（製造経験者55歳迄は面接後判断）,男性のみ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,可（自動車運転免許所有者）,不可,不可,5L迄,新規工程立ち上げのため2024年12月頃までは日勤専属となり、それ以降は2交替となります。 ※金銭トラブル発生しているため所持金不安のある方の紹介の際、以下内容の説明徹底お願い致します。 ・生活支援物資支給（5000円程度）は前給できるまでの期間１回のみ ・交通費返金は入社日の午後になります ・所持金不安であることを現場で言わない,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,,随時,,3日程度,,兵庫県 姫路市
os944,OS,,兵庫,(採)大阪,11213-01,中井工業,派遣,0名,鋳物の製造に伴う造形や鋳造、検査、研磨作業,兵庫県加西市下宮木町751番地,"【必要資格】 ・特になし  【契約期間】 ・3ヶ月更新  【試用期間】 ・2週間( 1,700円／時)  【就業場所における受動喫煙防止措置】 ・屋内禁煙(屋外に喫煙場所あり)",①08:10～17:00　休憩50分,土日祝,"1,700円/時",30万円程度,勤務/20.9日 残業/10h 深夜/0h 休出/2h,350万円程度,日勤,北条町駅,車 バイク 自転車,上限3万円迄/月,無料,個室寮,45歳迄,男性のみ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,不可,不可,不可,4L迄,・工場見学後、1週間程度入社までかかります。 ・作業に慣れるまでは相当体力を要する現場となっております。 ・できれば過去に建築現場等での作業経験があるような体力に自信がある方が望ましいです。 ・町工場のような雰囲気の環境です。,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,1週間程度,随時問い合わせ,兵庫県 加西市
os945,OS,,兵庫,(採)大阪,1003-01,姫路東芝電子部品,派遣,0名,半導体部品の梱包検査作業及びプレス加工機械オペレーター,兵庫県姫路市網干区浜田1000番地,"【必要資格】 ・特になし 【契約期間】 ・3ヶ月更新 【試用期間】 ・2週間( 1,300円／時) 【就業場所における受動喫煙防止措置】 ・全面禁煙",①06:00～14:15　休憩45分 ②14:15～22:30　休憩45分 ③16:30～00:45　休憩45分 ④08:00～16:45　休憩45分,平日,"1,300円/時",22万円程度,勤務/20日 残業/7.5h 深夜/10h 休出/8h,264万円程度,3交替,山陽網干駅,車 バイク 自転車,上限3万円迄/月,5割補助,個室寮,45歳迄,男女可 ,(肘から上且つ半袖で隠れる範囲なら面接後の判断) ※面接時TT写真弊社採用担当に必ず送付※,不可,不可,不可,5L迄,・特になし,20万円,20日間在籍　100％ 10日以上20日未満在籍　50％ 入社～10日未満在籍　支払なし,,随時,随時,OSでの面接～入社まで 約10日～15日,1週間程度,随時問い合わせ,兵庫県 姫路市
